205;5;11;11
206;4;11;11
207;3;11;11
208;4;11;11
209;3;11;11
210;4;11;11
211;3;11;11
212;3;11;11
213;3;11;11
214;3;11;11
215;2;11;11
216;3;11;11
217;4;11;11
218;4;11;11
219;4;11;11
220;4;11;11
221;4;11;11
222;4;11;11
223;4;11;11
224;3;11;11
225;3;11;11
226;2;11;11
227;1;11;11
228;1;11;11
229;0;11;11
231;1;11;10
232;2;11;10
233;2;11;10
234;2;11;10
235;3;11;10
236;3;11;10
237;3;11;10
238;2;11;10
239;1;11;10
240;1;11;10
241;2;11;10
242;1;11;10
243;1;11;10
244;1;11;10
245;0;11;10
247;0;11;10
249;1;11;10
250;1;11;10
251;1;11;10
252;1;11;10
253;0;11;10
254;0;11;10
256;1;11;10
257;1;11;10
258;1;11;10
259;1;11;10
260;0;11;10
261;0;11;9
262;1;11;9
263;0;11;9
264;1;11;9
265;0;11;9
266;0;11;9
267;1;11;9
268;2;11;9
269;2;11;9
270;2;11;9
271;2;11;9
272;3;11;9
273;4;11;9
274;5;11;9
275;5;11;9
276;4;11;9
277;5;11;9
278;4;11;9
279;4;11;9
280;3;11;9
281;2;11;9
282;3;11;9
283;2;11;9
284;1;11;9
285;2;11;9
286;3;11;9
287;3;11;9
288;3;11;9
289;3;11;9
290;3;11;9
291;3;11;9
292;3;11;9
293;2;11;9
294;3;11;9
295;4;11;9
296;5;11;9
297;6;11;9
298;5;11;9
299;4;11;9
300;5;11;9
301;4;11;9
302;4;11;9
303;4;11;9
304;4;11;9
305;4;11;9
306;5;11;9
307;4;11;9
308;5;11;9
309;4;11;9
310;4;11;9
311;4;11;9
312;4;11;9
313;3;11;9
314;4;11;9
315;5;11;9
316;5;11;9
317;5;11;9
318;5;11;9
319;4;11;9
320;3;11;9
321;3;11;9
322;2;11;9
323;2;11;9
324;2;11;9
325;2;11;9
326;1;11;9
327;2;11;9
328;2;11;9
329;1;11;9
330;1;11;9
331;2;11;9
332;2;11;9
333;2;11;9
334;3;11;9
335;3;11;9
336;4;11;8
337;3;11;9
338;2;11;9
339;3;11;8
340;4;11;8
341;4;11;8
342;3;11;8
343;4;11;8
344;5;11;8
345;5;11;8
346;5;11;8
347;5;11;8
348;4;11;8
349;5;11;8
350;6;11;8
351;6;11;8
352;7;11;8
353;6;11;8
354;5;11;8
355;6;11;8
356;5;11;9
357;5;11;8
358;5;11;9
359;5;11;9
360;5;11;8
361;5;11;9
362;5;11;9
363;4;11;9
364;5;11;9
365;5;11;9
366;5;11;9
367;5;11;9
368;4;11;9
369;4;11;9
370;4;11;9
371;3;11;9
372;3;11;9
373;3;11;9
374;3;11;9
375;3;11;9
376;3;11;9
377;3;11;9
378;3;11;9
379;2;11;9
380;3;11;9
381;3;11;9
382;2;11;9
383;3;11;9
384;4;11;9
385;3;11;9
386;3;11;9
387;4;11;8
388;4;11;8
389;3;11;9
390;3;11;8
391;3;11;8
392;3;11;8
393;2;11;8
394;3;11;8
395;2;11;8
396;1;11;8
397;2;11;8
398;3;11;8
399;4;11;8
400;5;11;8
401;4;11;8
402;5;11;8
403;5;11;8
404;4;11;8
405;4;11;8
406;3;11;8
407;3;11;8
408;3;11;8
409;3;11;8
410;3;11;8
411;3;11;8
412;2;11;8
413;1;11;8
414;2;11;8
415;3;11;8
416;4;11;8
417;3;11;8
418;3;11;8
419;3;11;8
420;4;11;8
421;5;11;8
422;6;11;8
423;6;11;8
424;7;11;8
425;7;11;8
426;6;11;8
427;6;11;8
428;5;11;8
429;6;11;8
430;6;11;8
431;5;11;8
432;6;11;8
433;5;11;8
434;5;11;8
435;4;11;8
436;4;11;8
437;4;11;8
438;4;11;8
439;4;11;8
440;4;11;8
441;5;11;8
442;5;11;8
443;6;11;8
444;6;11;8
445;5;11;8
446;6;11;8
447;5;11;8
448;5;11;8
449;5;11;8
450;5;11;8
451;5;11;8
452;5;11;8
453;5;11;8
454;4;11;8
455;3;11;8
456;4;11;8
457;5;11;8
458;5;11;8
459;5;11;8
460;5;11;8
461;5;11;8
462;6;11;8
463;6;11;8
464;6;11;8
465;6;11;8
466;7;11;8
467;6;11;8
468;5;11;9
469;5;11;8
470;6;11;8
471;7;11;8
472;7;11;8
473;6;11;9
474;6;11;9
475;6;11;8
476;5;11;9
477;6;11;9
478;7;11;9
479;7;11;8
480;7;11;9
481;6;11;9
482;6;11;9
483;6;11;9
484;7;11;9
485;7;11;9
486;8;11;9
487;8;11;9
488;8;11;9
489;8;11;9
490;9;11;9
491;9;11;9
492;9;11;9
493;8;11;9
494;9;11;9
495;9;11;9
496;9;11;9
497;9;11;9
498;9;11;9
499;10;11;9
500;9;11;9
